tweet_id_str,tweet_classification
963548774713974000,None
963548789268246000,SexualAbuse
963549439909494000,SexualAbuse
963549577583345000,None
963549676568969000,None
963549701797761000,SexualAbuse
963549990013501000,None
963550132221431000,None
963550285053485000,None
963550308902334000,SexualAbuse
963550493455810000,SexualAbuse
963550515224301000,SexualAbuse
963550546643714000,None
963550704257421000,None
963550715766542000,SexualAbuse
963550867772362000,SexualAbuse
963550863934464000,None
963550923824836000,SexualAbuse
963550970851491000,None
963551005047746000,None
963551153400070000,PhysicalAbuse
963551358455398000,None
963551394673278000,SexualAbuse
963551466874200000,None
963551467062906000,SexualAbuse
963551632180072000,None
963551837327683000,None
963551871335051000,PhysicalAbuse
963551907469058000,SexualAbuse
963551910216257000,None
963551979552243000,PhysicalAbuse
963552097307451000,SexualAbuse
963552113107390000,None
963552117674987000,SexualAbuse
963552171089330000,PhysicalAbuse
963552216341762000,SexualAbuse
963552244129042000,SexualAbuse
963552808007020000,None
963552897115049000,PhysicalAbuse
963553112601579000,None
963553132881104000,None
963553433558093000,None
963553476096774000,SexualAbuse
963553651661918000,SexualAbuse
963553787091746000,SexualAbuse
963553931275235000,None
963554681917267000,None
963554756714213000,SexualAbuse
963554890575364000,None
963554999375745000,SexualAbuse
963555113234255000,SexualAbuse
963555132825726000,SexualAbuse
963555553799819000,PhysicalAbuse
963555907077623000,None
963555929319976000,SexualAbuse
963556287282864000,None
963556370522910000,None
963556371420467000,None
963556643186200000,SexualAbuse
963556643387551000,None
963556643282722000,None
963556679794266000,None
963557063195578000,SexualAbuse
963557076717965000,SexualAbuse
963557147320639000,None
963557176039165000,SexualAbuse
963557176118738000,SexualAbuse
963557456428154000,SexualAbuse
963557942141349000,None
963558194306940000,None
963558420526845000,None
963558488936013000,SexualAbuse
963558489674145000,None
963559116252721000,SexualAbuse
963559233210871000,None
963559704088797000,None
963559705405743000,SexualAbuse
963559746765811000,PhysicalAbuse
963560327353905000,None
963560389333176000,None
963560624323211000,None
963560693852196000,SexualAbuse
963560702362337000,SexualAbuse
963560753058992000,None
963560945162137000,PhysicalAbuse
963560988346810000,None
963561968262045000,SexualAbuse
963562248643006000,PhysicalAbuse
963562445473136000,SexualAbuse
963562553413652000,SexualAbuse
963562990585827000,None
963563383374131000,PhysicalAbuse
963563395252457000,None
963563437812076000,SexualAbuse
963563447287009000,None
963563519127015000,None
963563722064252000,None
963563771028557000,None
963563877102424000,None
963564169080594000,None
963565034617163000,SexualAbuse
963565161092190000,None
963565475862106000,None
963565627729330000,None
963565741533523000,SexualAbuse
963565742586286000,SexualAbuse
963565884118847000,None
963566002838687000,SexualAbuse
963566316534751000,None
963566377729630000,None
963566853598695000,None
963566932304654000,SexualAbuse
963567254351810000,None
963567268344090000,PhysicalAbuse
963567345242435000,SexualAbuse
963567486946959000,SexualAbuse
963568112355414000,None
963568332548071000,SexualAbuse
963568552325386000,SexualAbuse
963568814884642000,SexualAbuse
963568938302038000,None
963568941527334000,SexualAbuse
963569287884500000,SexualAbuse
963569357283577000,PhysicalAbuse
963569793180708000,PhysicalAbuse
963569838160424000,None
963570012115165000,None
963570251681095000,PhysicalAbuse
963570292999278000,None
963570579793117000,PhysicalAbuse
963570988356132000,None
963570989274750000,PhysicalAbuse
963570990037966000,SexualAbuse
963570990801346000,SexualAbuse
963571116093706000,None
963571501952724000,None
963571520453861000,PhysicalAbuse
963571589173276000,None
963571729107910000,PhysicalAbuse
963571748926033000,None
963572356848463000,None
963572521969762000,SexualAbuse
963572612952621000,PhysicalAbuse
963572655831076000,None
963572755559051000,None
963572900090400000,None
963573099445792000,SexualAbuse
963573245923483000,None
963634004380528000,SexualAbuse
963634177215262000,SexualAbuse
963634181388619000,SexualAbuse
963634198719365000,SexualAbuse
963634478584418000,None
963634760256978000,None
963634913667964000,SexualAbuse
963634940301795000,SexualAbuse
963635311417970000,SexualAbuse
963635568986017000,SexualAbuse
963635593229094000,SexualAbuse
963635663538085000,None
963635679405248000,SexualAbuse
963635828714082000,PhysicalAbuse
963635855867990000,SexualAbuse
963636378511859000,SexualAbuse
963636452637724000,PhysicalAbuse
963637120551276000,None
963637161194151000,PhysicalAbuse
963637270866690000,SexualAbuse
963637422721585000,SexualAbuse
963637507664613000,None
963637675835224000,None
963637754050547000,None
963637791895752000,SexualAbuse
963638053310029000,SexualAbuse
963638072222109000,None
963638293329076000,None
963638760993902000,PhysicalAbuse
963638937561395000,SexualAbuse
963638953420173000,None
963638993182183000,PhysicalAbuse
963639020948422000,None
963639049474007000,None
963639217728442000,SexualAbuse
963639296954716000,None
963639332685967000,SexualAbuse
963639369335824000,SexualAbuse
963639440924168000,SexualAbuse
963639451992969000,SexualAbuse
963639605064093000,SexualAbuse
963639864439820000,SexualAbuse
963639951119220000,None
963639977899954000,None
963640257370615000,None
963640399612076000,SexualAbuse
963640477454094000,PhysicalAbuse
963640620186243000,SexualAbuse
963641233288593000,None
963641483084648000,None
963641973184876000,SexualAbuse
963642265045471000,SexualAbuse
963642799273934000,SexualAbuse
963642868417036000,None
963642885433372000,SexualAbuse
963642916127338000,PhysicalAbuse
963643454243909000,None
963644398494986000,None
963644570214043000,None
963644652841783000,SexualAbuse
963644741429624000,SexualAbuse
963646176682807000,SexualAbuse
963646185046269000,None
963646359877365000,None
963646560000147000,None
963646741303218000,None
963646992231665000,SexualAbuse
963647480335405000,PhysicalAbuse
963647928475836000,None
963647992174653000,None
963647994678530000,SexualAbuse
963648093756551000,None
963648617805438000,None
963648750487977000,SexualAbuse
963649141695025000,None
963650050625851000,None
963650165189042000,SexualAbuse
963650374933544000,None
963650564377796000,SexualAbuse
963650670992732000,SexualAbuse
963650991018201000,None
963651273970147000,PhysicalAbuse
963651793740816000,None
963425945163108000,PhysicalAbuse
963426475046309000,None
963426482486939000,None
963426656076619000,SexualAbuse
963426702767554000,SexualAbuse
963426714180349000,SexualAbuse
963426813442740000,None
963426903045615000,None
963426979432157000,None
963427262140964000,SexualAbuse
963427404650893000,None
963427500327100000,None
963427537836740000,None
963427557327728000,SexualAbuse
963427565020090000,None
963427676068356000,SexualAbuse
963427688479449000,PhysicalAbuse
963427713821368000,None
963427742162317000,PhysicalAbuse
963427772638138000,SexualAbuse
963427858680045000,None
963427872957382000,SexualAbuse
963427872902758000,SexualAbuse
963427889906667000,PhysicalAbuse
963427951235796000,PhysicalAbuse
963427974757388000,SexualAbuse
963428019422580000,SexualAbuse
963428078168018000,None
963428485803868000,PhysicalAbuse
963429093676142000,None
963429128807632000,None
963429262983417000,None
963429304930508000,PhysicalAbuse
963429336933167000,None
963429666961883000,SexualAbuse
963429872323395000,SexualAbuse
963430019505717000,SexualAbuse
963430206722727000,PhysicalAbuse
963430225467052000,None
963430265799479000,None
963430373815398000,None
963430950993649000,None
963431076923310000,SexualAbuse
963431192484868000,None
963431218120396000,SexualAbuse
963431232154587000,SexualAbuse
963431269345431000,SexualAbuse
963431272830947000,None
963431318825598000,None
963431377130676000,PhysicalAbuse
963431625060225000,None
963431805381640000,None
963432051738165000,Other
963432114443161000,None
963432120571047000,None
963432146349232000,PhysicalAbuse
963432219879538000,SexualAbuse
963432258999865000,PhysicalAbuse
963432384678039000,None
963432507868934000,None
963432538894163000,SexualAbuse
963432769748598000,PhysicalAbuse
963432850145136000,SexualAbuse
963432952272060000,None
963432950674096000,None
963433028151402000,SexualAbuse
963433051903746000,None
963433148725022000,None
963433178437488000,SexualAbuse
963433234414624000,None
963433301469028000,None
963433463444574000,SexualAbuse
963433499943456000,None
963433592536862000,None
963433879364341000,PhysicalAbuse
963433880798793000,None
963435769586159000,None
963435773755297000,SexualAbuse
963435840323059000,None
963435874821091000,SexualAbuse
963435916881620000,None
963435963103023000,None
963436121576431000,None
963436183190753000,SexualAbuse
963436212722847000,None
963436285322022000,SexualAbuse
963436366926401000,None
963436390259322000,None
963436406843629000,PhysicalAbuse
963436516994437000,SexualAbuse
963436901117067000,None
963436927679541000,None
963437128268083000,SexualAbuse
963437259394514000,None
963437436213780000,None
963437595056394000,None
963437642691043000,None
963437652530917000,PhysicalAbuse
963437717081161000,SexualAbuse
963437760722948000,None
963437842000211000,None
963437898497511000,PhysicalAbuse
963437963089596000,None
963438027841314000,SexualAbuse
963438040311091000,None
963438213216878000,None
963438362760761000,PhysicalAbuse
963438620353839000,None
963438698871304000,None
963438840479469000,PhysicalAbuse
963438867524345000,None
963438895458324000,None
963438896095797000,None
963438920305430000,SexualAbuse
963438947299938000,SexualAbuse
963439013133680000,None
963439234622377000,None
963439479070457000,SexualAbuse
963439549786574000,SexualAbuse
963439575518490000,None
963439639485796000,PhysicalAbuse
963439810454147000,None
963439822093381000,None
963440192861409000,PhysicalAbuse
963440250788790000,None
963440349065760000,None
963440384197132000,SexualAbuse
963440403084005000,None
963440403591639000,SexualAbuse
963440403805622000,None
963440406024241000,None
963440784015003000,SexualAbuse
963440864407072000,None
963440901568819000,None
963440914340364000,SexualAbuse
963440928588525000,PhysicalAbuse
963441023115579000,None
963441227516534000,None
963441248706220000,SexualAbuse
963441396102451000,SexualAbuse
963441649081880000,SexualAbuse
963441904456056000,None
963441912005976000,None
963442003244658000,SexualAbuse
963442146295599000,None
963442207326965000,PhysicalAbuse
963442264990212000,None
963442303162609000,SexualAbuse
963442320833101000,None
963442326944210000,None
963442416949911000,None
963442561980485000,None
963442576580890000,SexualAbuse
963442642221780000,None
963442645451223000,None
963442699134058000,None
963442794277888000,SexualAbuse
963442814943186000,SexualAbuse
963442873747296000,None
963442915212079000,SexualAbuse
963442951593644000,None
963442972065976000,None
963443032963145000,SexualAbuse
963443267927916000,SexualAbuse
963443301297745000,None
963443322604933000,SexualAbuse
963443324198809000,PhysicalAbuse
963443561667682000,SexualAbuse
963443592441319000,None
963443666101645000,SexualAbuse
963443857689120000,None
963444081723625000,SexualAbuse
963444128624324000,SexualAbuse
963444154700148000,None
963444163508359000,SexualAbuse
963444284140802000,SexualAbuse
963444371734585000,PhysicalAbuse
963444384065900000,None
963444410527764000,SexualAbuse
963444413375623000,None
963444477414146000,None
963444602060632000,SexualAbuse
963444740430684000,None
963444795262754000,None
963445243000565000,SexualAbuse
963445376425525000,None
963445528561422000,PhysicalAbuse
963445618386579000,None
963445915716636000,None
963445923249565000,PhysicalAbuse
963445943415836000,SexualAbuse
963446104808243000,PhysicalAbuse
963446225075953000,None
963446311843442000,None
963446491489751000,PhysicalAbuse
963446509206306000,None
963446529473294000,None
963446528768724000,SexualAbuse
963446548553175000,None
963446568362954000,None
963446634469363000,SexualAbuse
963446639326195000,SexualAbuse
963446900006547000,None
963446901445074000,SexualAbuse
963446915898765000,None
963447268903825000,None
963447293348401000,None
963447343587741000,SexualAbuse
963447398554054000,None
963447675252289000,None
963447689118670000,SexualAbuse
963447756353400000,None
963447860065861000,None
963447888096395000,SexualAbuse
963447891451940000,None
963447909483143000,SexualAbuse
963447962054643000,SexualAbuse
963447997420982000,PhysicalAbuse
963448181307650000,SexualAbuse
963448227545698000,SexualAbuse
963448262668713000,SexualAbuse
963448307564662000,SexualAbuse
963448452335198000,None
963448491178643000,SexualAbuse
963448517174923000,None
963448550481956000,None
963448581272186000,SexualAbuse
963448624779792000,SexualAbuse
963448704484216000,SexualAbuse
963448933128245000,SexualAbuse
963449047926403000,SexualAbuse
963449213186125000,SexualAbuse
963449221675352000,SexualAbuse
963449290143100000,None
963449327711551000,SexualAbuse
963449333059383000,None
963449413782986000,None
963449421538177000,SexualAbuse
963449504338006000,None
963449731975450000,SexualAbuse
963449780587388000,SexualAbuse
963449820567482000,None
963449827060273000,None
963449894865338000,SexualAbuse
963449987437821000,None
963450339885273000,Other
963450426694672000,SexualAbuse
963450618215129000,PhysicalAbuse
963450634291724000,SexualAbuse
963450653526786000,None
963450699651698000,PhysicalAbuse
963450751463903000,None
963450768765476000,SexualAbuse
963450848331423000,SexualAbuse
963451101126254000,SexualAbuse
963451202410352000,None
963451375429603000,None
963451474817769000,SexualAbuse
963451475472060000,None
963451522485927000,PhysicalAbuse
963451554790551000,None
963451950900670000,SexualAbuse
963452121143062000,SexualAbuse
963452450027032000,None
963452489055068000,SexualAbuse
963452524769562000,SexualAbuse
963452723675975000,SexualAbuse
963452915544281000,None
963453260651667000,SexualAbuse
963453463022768000,SexualAbuse
963453470983573000,PhysicalAbuse
963453588201771000,SexualAbuse
963454040553254000,SexualAbuse
963454183444766000,SexualAbuse
963454187387346000,SexualAbuse
963454769833631000,SexualAbuse
963454863249158000,PhysicalAbuse
963455140928765000,None
963455179868790000,PhysicalAbuse
963455720590061000,None
963455739716079000,SexualAbuse
963455789099835000,None
963455809614204000,SexualAbuse
963455810406899000,None
963455985200304000,None
963456005345628000,SexualAbuse
963456022307332000,None
963456237559078000,SexualAbuse
963456237496078000,SexualAbuse
963456632637218000,SexualAbuse
963459655329464000,PhysicalAbuse
963460167600889000,SexualAbuse
963460460451332000,None
963460763548438000,PhysicalAbuse
963461044734709000,SexualAbuse
963461543529607000,None
963462043348226000,SexualAbuse
963465526482784000,PhysicalAbuse
963853677365809000,None
963956994125135000,None
963965265800253000,SexualAbuse
963968301863981000,SexualAbuse
963972106303160000,None
963972308137201000,SexualAbuse
963972629471248000,SexualAbuse
963972815543324000,None
963973008544055000,SexualAbuse
963973384676798000,None
963973893999357000,SexualAbuse
963975400341860000,SexualAbuse
963975991239565000,SexualAbuse
963977482612256000,SexualAbuse
963977759746940000,SexualAbuse
963977835508649000,SexualAbuse
963978950228680000,SexualAbuse
963984794576027000,None
963985361201283000,None
963986345784946000,SexualAbuse
963986705954099000,None
963988448699822000,None
963990764442341000,SexualAbuse
963991191879671000,SexualAbuse
963992128933285000,None
963994771738976000,SexualAbuse
963997041889222000,None
963796287811407000,None
963796479516250000,SexualAbuse
963796554342641000,None
963796952558264000,SexualAbuse
963797606462828000,SexualAbuse
963798287055810000,None
963798695669059000,SexualAbuse
963798977455050000,None
963805416869253000,None
963805464772403000,None
963805615880581000,None
963806533413781000,None
963806656034459000,SexualAbuse
963807816917032000,None
963807933980200000,SexualAbuse
963814850651570000,SexualAbuse
963814887746027000,SexualAbuse
963814974148751000,SexualAbuse
963815230970134000,SexualAbuse
963815316114563000,SexualAbuse
963820654104600000,SexualAbuse
963821226782162000,SexualAbuse
963840753318465000,SexualAbuse
963846023893438000,None
963846205674532000,None
963848269011959000,None
963849610509758000,SexualAbuse
963849658400419000,None
963850050118942000,SexualAbuse
964562571377434000,SexualAbuse
964564050184056000,SexualAbuse
964570287479156000,None
964571019125182000,SexualAbuse
964573462382735000,SexualAbuse
964580236724551000,None
964582622776176000,None
964586077339009000,SexualAbuse
964587756725907000,None
964591593884868000,None
964602364974989000,None
964605886877626000,None
964940341613940000,None
964948647770279000,None
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
