tweet_id_str,tweet_classification
963578830052036000,None
963579702068707000,None
963579779663515000,None
963579990297268000,Other
963657116165836000,Other
963657819487703000,None
963658288045883000,Other
963658414281953000,None
963659676549353000,None
963662108213825000,Other
963663348444352000,Other
963663586894794000,Other
963665538823131000,Other
963666075547258000,Other
963666386185801000,None
963666397531398000,None
963667463677399000,Other
963667519348396000,None
963667649526947000,Other
963668453763796000,Other
963668468775211000,None
963668989867110000,None
963672868633698000,None
963672903463120000,Other
963672962095308000,None
963673011353280000,None
963673237283659000,Other
963674167106093000,None
963675981465767000,None
963679601984720000,None
963679815810322000,Other
963680355537575000,Other
963681486733037000,None
963682147872792000,None
963682530225524000,Other
963684225391132000,None
963684663180046000,Other
963685907533586000,None
963686531646066000,None
963687272649543000,None
963689430623105000,Other
963690521876226000,None
963691492089966000,None
963692716298137000,Other
963697080257667000,None
963697137014976000,None
963697381014306000,None
963697477156208000,None
963697818249715000,Other
963698191710396000,None
963699454250487000,Other
963701369688371000,None
963705172479365000,Other
963706039106449000,None
963707136529326000,None
963707178841391000,Other
963708236410040000,None
963708255225745000,Other
963709076562735000,None
963712419557191000,None
963713134291759000,None
963714227444899000,Other
963714329915904000,Other
963717704178790000,Other
963717724395499000,None
963718208623489000,Other
963718691606224000,None
963720690493923000,None
963721499348733000,None
963722582624219000,None
963723936935677000,None
963725300596166000,None
964244162794086000,Other
964244420630630000,None
964245157959757000,None
964245652518645000,None
964245734764683000,Other
964246259258286000,None
964246405907918000,None
964246852844605000,None
964247492555673000,None
964248206602317000,None
964248270167007000,Other
964249005759766000,None
964249832255774000,None
964250499334770000,None
964252884111167000,Other
964252905799868000,None
964253373963952000,None
964253450342141000,None
964254058071633000,Other
964254161154879000,None
964254288045277000,None
964254484019871000,None
964255105410322000,Other
964256097782652000,None
964256113150644000,None
964257294346260000,None
964257944140374000,Other
964257959172804000,None
964258088801980000,None
964258087082381000,None
964258417887141000,Other
964258522190970000,Other
964258739288231000,None
964259207548735000,Other
964259619525808000,Other
964260072405823000,None
964260555270729000,Other
964261010977804000,None
964262210825420000,None
964263743650541000,None
964263746939088000,Other
964264656574537000,None
964264766746320000,Other
964264833360236000,Other
964265152035028000,None
964265298890289000,None
964265444499587000,Other
964266823490375000,None
964267496189685000,Other
964267617853853000,None
964268455150186000,None
964268810705530000,Other
964269343293939000,None
964269473808179000,None
964270259577458000,None
964270538645483000,None
964270861741166000,Other
964270996596256000,None
964271937957572000,Other
964272400018833000,Other
964272404531826000,None
964274351855063000,Other
964277355463303000,Other
964277956670623000,Other
964279575063736000,Other
964280203190194000,None
964280508057313000,None
964280840921346000,None
964281146900037000,Other
964281789148794000,None
964282102987464000,None
964282376745562000,None
964282400678252000,None
964282846683820000,None
964284158922121000,Other
964285976095920000,None
964286809969774000,Other
964287168351961000,None
964287922731081000,None
964288326466351000,None
964288337254277000,Other
964288536584249000,None
964288975895543000,None
964289707055239000,None
964292429976424000,Other
964294235720646000,Other
964297135184318000,None
964298042315653000,None
964298076138672000,None
964298079066304000,None
964298107625259000,None
964298134942707000,Other
964298172892942000,None
964298203339214000,None
964298968258629000,None
964298970079121000,None
964313885644861000,Other
964629218104573000,Other
964629807924432000,Other
964634642107326000,Other
964636175444033000,Other
964636787556667000,Other
964638892099031000,Other
964642865727942000,None
964642954538237000,None
964643303894364000,Other
964643400199876000,None
964643405295947000,None
964643418302533000,None
964644060152680000,None
964644115727175000,None
964644311701876000,Other
964645123744260000,Other
964645176919711000,Other
964645435544612000,None
964646020897374000,None
964648142707736000,None
964648270424190000,None
964648449974132000,None
964648604848807000,None
964649894245011000,Other
964650031642042000,None
964650072876216000,Other
964650331253739000,None
964650447465103000,Other
964650723484078000,None
964651231120711000,None
964651275039182000,None
964651446191796000,Other
964651735489839000,None
964652012540329000,None
964652362982768000,None
964653050836258000,None
964658736429182000,None
964658858487562000,None
964659082274705000,None
964659687089147000,None
964660311608446000,Other
964660380470358000,None
964660443313684000,Other
964660847539826000,None
964660894834810000,None
964662411188932000,Other
964662734787940000,Other
964668337446903000,Other
964673622928273000,Other
964676058262876000,None
964677092398034000,None
964677680623886000,None
964678052243386000,Other
964678340929114000,None
964679272580358000,None
964679405212749000,None
964679564185120000,Other
964679785090822000,None
964680364777127000,None
964682529319149000,None
964682750367211000,None
964682946035757000,Other
964683463403147000,None
964687834815737000,Other
964997730195132000,None
964997730715054000,None
964998191564419000,None
964998249261056000,None
964998366080860000,Other
964999174700912000,None
964999249233661000,None
964999628604129000,None
965000343053635000,Other
965000584217616000,None
965000644175257000,None
965002047732043000,None
965002424430813000,None
965002581675266000,Other
965003649784172000,None
965004421552799000,None
965013125807435000,Other
965013222116896000,Other
965019413257781000,Other
965021438162845000,Other
965026467930361000,Other
965026843169505000,Other
965028093785092000,Other
965030241671540000,Other
965030244762734000,Other
965030628679798000,Other
965035897312940000,Other
965036222165942000,Other
965039947622289000,Other
965044975007420000,Other
965050578421207000,Other
965055804381515000,Other
965058314802483000,Other
965058926625599000,Other
965061864345473000,Other
965064478902628000,Other
965064884693229000,Other
965065409459314000,Other
965065891837825000,Other
965066482572029000,Other
965069008197357000,Other
965070524350005000,Other
965070982246477000,Other
965072752771305000,None
965073242598895000,None
965073519972204000,Other
965074196962381000,None
965074679957422000,None
965074761176018000,None
965074821158617000,None
965075332481957000,Other
965076317883449000,None
965076714769526000,Other
965079437904629000,Other
965081135985213000,Other
965092400304705000,Other
965096041350615000,Other
965104870008262000,Other
965107361361702000,None
965108768513183000,None
965111220083744000,None
965117635317895000,None
965120956506107000,None
965121258135392000,Other
965121342281433000,None
965123176727437000,None
965123494114746000,None
965123970742693000,None
965124514165264000,None
965126280399253000,Other
965127553370480000,None
965127590553030000,None
965128381355327000,None
965128533319213000,None
965130065313898000,Other
965130146188529000,Other
965132251573833000,None
965133815877423000,Other
965133847087144000,None
965134663344840000,Other
965135022733910000,Other
965135044162572000,None
965135044489588000,None
965135366700363000,None
965135647676641000,None
965137440230035000,None
965137814076690000,None
965139006173384000,None
965140077503504000,None
965140683139956000,None
965141094743896000,None
965143718675304000,Other
965144625144004000,None
965144946582925000,None
965145412914044000,None
965146051522060000,Other
965146452073897000,None
965147119005835000,None
965149828274642000,None
965151156078108000,Other
965152151512240000,Other
965152312787329000,None
965152652563644000,None
965154648863662000,None
965155931590885000,Other
965157849872478000,None
965158639567822000,None
965160359672893000,None
965163575454109000,None
965163659734474000,Other
965163930233470000,None
965164737267826000,None
965165174276739000,None
965166845161607000,None
965166970655203000,None
965168218095718000,Other
965168307392442000,None
965169495319957000,None
965169611799801000,None
965170107348594000,None
965172308896899000,None
965173651032236000,Other
965175779221962000,None
965176198207889000,None
965176580728410000,None
965177734308745000,None
965178716300201000,Other
965299833396490000,None
965300210950901000,None
965427650440454000,Other
965430582678343000,None
965431898993577000,None
965432318537158000,Other
965432977936338000,None
965433170295508000,None
965433238134108000,Other
965433307596034000,None
965433336964542000,None
965450336323371000,None
965178977982742000,None
965179326613225000,None
965179486236041000,None
965179906018742000,None
965181177047994000,None
965183110777159000,Other
965183977987493000,Other
965184116839809000,None
965184118173716000,None
965185974253780000,Other
965187063749468000,None
965188195330789000,None
965188288842747000,None
965189120187355000,None
965189547784011000,Other
965190754682499000,None
965191627299057000,Other
965453315990372000,None
965453490465136000,None
965453842761617000,Other
965454279262834000,Other
965454434435297000,None
965454891975143000,None
965455764352577000,Other
965456193232580000,None
965456996710350000,None
965457348008398000,None
965457790419353000,None
965458636897116000,None
965460232565555000,Other
965460980061712000,None
965462989619908000,None
965463209061900000,None
965465371456110000,None
965465898545946000,None
965466482426695000,None
965466488046956000,None
965467255269154000,None
965468545999163000,None
965468627641122000,None
965469806559354000,None
965470485931683000,None
965472472328953000,Other
965472868086657000,Other
965473523656372000,None
965473871318212000,None
965474296188452000,None
965475851944058000,None
965476575461351000,None
965478221616701000,None
965478865610182000,None
965479750377467000,None
965480712169193000,None
965480747602608000,Other
965481654436450000,Other
965484427638910000,None
965485367150465000,None
965485391552884000,Other
965486106509590000,None
965486493337780000,None
965487114698809000,None
965488309513412000,Other
965488580192882000,None
965488624635539000,None
965488661910482000,Other
965489185267298000,None
965489698285211000,None
965490241040764000,Other
965490974758641000,Other
965491746728763000,Other
965493086813122000,Other
965493463952314000,None
965494003075571000,Other
965495072899960000,None
965495202558377000,None
965502870429847000,Other
965194194087276000,Other
965198321517301000,None
965199066446663000,None
965199623445872000,None
965199788722581000,None
965200082827206000,None
965201265478299000,None
965201500149571000,None
965202372715626000,None
965202763964735000,None
965203931126272000,None
965204874077065000,None
965205739051548000,None
965209360237461000,None
965209420375449000,None
965210942349996000,None
965211612633337000,None
965211946000814000,Other
965213543632171000,Other
965213639270653000,None
965213785056272000,None
965214193971597000,None
965216254511460000,None
965216482828410000,None
965217136732966000,None
965217896547999000,None
965218745475129000,Other
965219926557495000,Other
965220018463084000,Other
965224279741751000,None
965224896937607000,None
965224901786320000,None
965224979485753000,None
965225916312862000,None
965226587481366000,None
965227956355379000,Other
965228149385650000,None
965229075815157000,None
965229178789523000,None
965229904022392000,None
965230532912173000,None
965231622084849000,None
965233762501087000,None
965234294594719000,None
965234532453666000,None
965234533049266000,None
965234652809170000,None
965235276246167000,None
965235717411692000,None
965236526992027000,Other
965237031986135000,None
965237896574849000,None
965238000568360000,None
965238087088529000,None
965238584088367000,Other
965239514607308000,None
965239812302213000,None
965239869348990000,None
965240455188307000,None
965241337342779000,None
965241746769809000,None
965241806475624000,None
965242055441174000,None
965242327404040000,None
965242768451932000,None
965243188670795000,None
965243778251608000,None
965244118938083000,None
965244653690814000,None
965245023074779000,None
965245259746865000,Other
965245553629069000,None
965245810056355000,None
965246353973628000,Other
965246630290231000,None
965246804752248000,None
965246838394753000,None
965246948990160000,None
965247512486514000,None
965247535001620000,None
965247538428334000,None
965248073491472000,Other
965248171168468000,None
965249184461934000,Other
965249395754196000,None
965249547990683000,None
965249686096490000,None
965250724258074000,None
965251062868389000,None
965251156640452000,None
965251189926518000,None
965251375352332000,Other
965251518923530000,None
965251609784700000,Other
965251880317317000,None
965252021912850000,None
965252468043956000,None
965252792872067000,None
965253403122327000,None
965253520248262000,None
965253530788487000,None
965253543727788000,None
965253830811275000,Other
965254761510563000,None
965255079736545000,None
965255267574337000,Other
965255660454674000,None
965256099262758000,None
965256143030358000,None
965256850475307000,None
965256970679631000,Other
965257674534346000,None
965257692012048000,None
965258230153691000,None
965258240509407000,None
965258387620581000,None
965258518977638000,None
965258795805888000,None
965259038899560000,Other
965259296199061000,None
965259357326856000,Other
965259421378142000,None
965259587392884000,None
965259634570383000,None
965259636805963000,Other
965261951738638000,Other
965262784551407000,Other
965263015577817000,None
965263389755764000,Other
965263509557792000,None
965263545339469000,None
965263627258400000,Other
965263766966456000,Other
965263949062197000,Other
965264806663028000,None
965264871821578000,None
965264947394613000,None
965266311029780000,None
965266639603339000,None
965267674224889000,None
965268246659297000,None
965269013520580000,None
965269664908668000,None
965272315289272000,Other
965273159183273000,None
965273707143823000,None
965274408855195000,None
965275359456329000,None
965276878297853000,None
965278105446346000,Other
965278587359318000,None
965278891119202000,None
965278957821194000,None
965278977832218000,None
965279413939179000,None
965279453436960000,None
965279603119022000,None
965280308655517000,None
965281779228823000,None
965283061964341000,Other
965283461308276000,None
965284793691885000,None
965284794442465000,None
965284795340279000,None
965286817548455000,None
965288885512278000,Other
965289010057891000,Other
965297610939686000,Other
965526963799674000,Other
965529995945922000,Other
965666489033416000,None
965667127066640000,None
965667160210247000,None
965667214622945000,None
965667601316761000,None
965668915346014000,None
965670024206790000,Other
965670055286640000,Other
965670261952360000,None
965671099978698000,None
965671569350590000,None
965672509692567000,Other
965673373568290000,None
965673592812744000,None
965674865997971000,Other
965675081170026000,None
965675133141622000,None
965675336846401000,Other
965675380274290000,None
965675555122307000,None
965676577240637000,None
965677288275828000,None
965677901021577000,None
965678123030265000,None
965678230907899000,None
965679425525309000,None
965679533214052000,None
965680242160553000,None
965680485270618000,Other
965680521924689000,None
965680816486518000,None
965681055037521000,None
965681375868207000,None
965682147712557000,None
965683006966063000,Other
965683064675414000,Other
965683751111012000,None
965684500993847000,None
965684784306573000,None
965684918968700000,Other
965685079002505000,None
965685114238832000,None
965686072893095000,Other
965686108263559000,None
965687054775431000,None
965687413338181000,None
965687515071107000,None
965687957238767000,None
965688179184545000,Other
965688232347398000,None
965688292476964000,None
965689261033959000,None
965690117368221000,None
965692079497101000,Other
965692431516577000,Other
965693520953663000,Other
965697513733967000,Other
965697656893923000,None
965697940890165000,None
965699828922683000,None
965700186747043000,None
965700839250780000,Other
965702039778013000,None
965702445925064000,None
965702787156860000,None
965703116413980000,None
965703371347939000,None
965703659135873000,None
965703792267317000,None
965704043698978000,None
965704116285706000,None
965704254488023000,None
965704488639021000,None
965705013254291000,None
965705079474065000,None
965705112520986000,None
965705161216806000,None
965705380427894000,None
965705386350096000,None
965705561055662000,None
965705822876700000,None
965705865876656000,None
965706016426901000,None
965706275626532000,None
965706368274575000,None
965707173413228000,None
965707271224340000,None
965707353759928000,None
965707437184499000,None
965707562598375000,None
965707574782836000,Other
965707589693722000,None
965707616751161000,None
965707964295229000,None
965708453787271000,Other
965709306766209000,None
965709345773309000,None
965709625222926000,None
965709654595694000,None
965711538630750000,None
965712373515476000,None
965713233704349000,None
965713857363591000,None
965714129498468000,None
965714155834667000,None
965714274311028000,Other
965714470424125000,Other
965714652679241000,None
965714684316962000,None
965715119781982000,None
965716498768687000,None
965716963069657000,Other
965717583164006000,None
965718411719462000,None
965718423677358000,None
965718663448981000,None
965718780566556000,None
965719022435217000,None
965719339793092000,None
965719348542402000,None
965719368234450000,None
965720510733668000,None
965721456092045000,Other
965722479581777000,None
965722595155959000,None
965722737833627000,None
965723558260412000,None
965724334231838000,None
965726664125812000,None
965728347446763000,Other
965731882519400000,None
965731938878173000,None
965732306815258000,Other
965732433634254000,None
965732987982766000,Other
965733866680954000,None
965736327244218000,Other
965736724482707000,Other
965737769627725000,None
965737815962148000,Other
965737931045588000,None
965738482831372000,Other
965739791257128000,None
965740267176366000,None
965740501289881000,None
965740603102375000,None
965740605115641000,None
965740833038393000,Other
965741799045296000,None
965742499569553000,None
965744535312646000,Other
965744837499805000,None
965745173618675000,None
965745316363251000,None
965745403403489000,None
965746966276857000,Other
965752991381970000,Other
965754113257549000,Other
965754145188835000,Other
965755013325705000,Other
965757919517073000,Other
965760348308606000,None
965760396584996000,None
965765623224721000,Other
965765746772140000,Other
965776068081782000,Other
965780166659203000,Other
965542590656299000,None
965544358010335000,Other
965544744733499000,Other
965545385149247000,None
965552436265082000,None
965552437833752000,None
965555046967635000,Other
965557365562060000,None
965559066872328000,None
965562051291738000,Other
965564378253856000,None
965633571053502000,None
965637371420119000,None
965661014803890000,None
966120475368845000,Other
966121149083017000,None
966132990484115000,None
