tweet_created_at,tweet_id_str,tweet_source,tweet_in_reply_to_status_id,tweet_in_reply_to_status_id_str,tweet_in_reply_to_user_id,tweet_in_reply_to_user_id_str,tweet_in_reply_to_screen_name,tweet_place_name,tweet_place_full_name,tweet_place_country_code,tweet_place_country,tweet_is_quote_status,tweet_retweet_count,tweet_favorite_count,tweet_favorited,tweet_retweeted,tweet_possibly_sensitive,tweet_lang,tweet_truncated,tweet_quoted_status_id_str,user_id_str,user_name,user_screen_name,user_location,user_profile_location,user_description,user_url,user_entities,user_protected,user_followers_count,user_friends_count,user_listed_count,user_created_at,user_favorites_count,user_utc_offset,user_time_zone,user_geo_enabled,user_verified,user_statuses_count,user_lang,user_contributers_enabled,user_profile_image_url,user_default_profile,user_follow_request_sent,text_text,text_hashtags_count,text_symbols_count,text_user_mentions_count,text_urls_count,text_media_count
Mon Feb 12 05:17:02 +0000 2018,962918444940357000,TweetDeck,,,,,,,,,,TRUE,0,0,FALSE,FALSE,FALSE,en,TRUE,9.63E+17,264050862,Bob Chipman,the_moviebob,BostonSNE_COMMA MA,,Film and gaming writerSNE_COMMA vid-producer. Neoliberal shillSNE_COMMA coastal elitistSNE_COMMA technocrat dandy.SNE_LFOpinions are my ownSNE_COMMA not my employer(s) - duh.SNE_LFhttps://t.co/z9wtckLJTq,https://moviebobcentral.com/,,FALSE,26473,1809,614,Fri Mar 11 07:13:04 +0000 2011,,-21600,Central Time (US & Canada),FALSE,TRUE,148576,en,,http://pbs.twimg.com/profile_images/758959064273477634/SfzRs91v_normal.jpg,TRUE,,Sigh. The let's-pretend-to-be-outraged concern-troll dogpiling trick is oldSNE_COMMA kids.SNE_LFSNE_LFRaise your hand if you can read the tweet in it's original contextSNE_COMMA understood it describes how the discourse would describe a comedy routine from 1963 if done todaySNE_COMMA etc: https://t.co/39QiojROhn https://t.co/wVaFkqN5IB,0,2,0,0,0
Mon Feb 12 05:18:28 +0000 2018,962918809047838000,Twitter for Android,9.56E+17,9.56E+17,42979979,42979979,randygdub,South Carolina,"South Carolina, USA",US,United States,FALSE,0,0,FALSE,FALSE,,en,TRUE,,14207731,mikesamerica,mikesamerica,Hilton Head IslandSNE_COMMA SC,,"Mike has worked in government at every level from the court house to the White House. He now lives on the coast in SC.
SNE_LF
SNE_LFVisit Mike at his blog Mike's America!",http://mikesamerica.blogspot.com,,FALSE,258,265,14,Mon Mar 24 14:38:35 +0000 2008,,-18000,Eastern Time (US & Canada),TRUE,FALSE,4776,en,,http://pbs.twimg.com/profile_images/1217044985/eagleshield_normal.jpg,FALSE,,@randygdub Violence against womenSNE_COMMA symbolic it otherwiseSNE_COMMA  who disappoint their male masters is sexist misogyny if the my degree.   Who are you to tell women what to think.   She deserves better!,0,0,1,0,0
Mon Feb 12 05:19:22 +0000 2018,962919031966584000,Twitter for iPhone,,,,,,Simi Valley,"Simi Valley, CA",US,United States,FALSE,0,0,FALSE,FALSE,,en,TRUE,,407504578,Blueprint Basketball,AurandBlueprint,Wood RanchSNE_COMMA CA,,FIST: FoundationSNE_COMMA InfrastructureSNE_COMMA SynergySNE_COMMA and Trust,http://www.blueprintbasketball.com,,FALSE,3318,2754,20,Tue Nov 08 05:03:55 +0000 2011,,-25200,Arizona,TRUE,FALSE,6356,en,,http://pbs.twimg.com/profile_images/378800000276037124/970fbc3a6930b8a2a9e441ed80bd1764_normal.jpeg,FALSE,,Trapping the first pass/best offensive playerSNE_COMMA switching on all screens SOSSNE_COMMA and changing defenses causes lots of issues in playoffs. Also takes the coach out of the game if not well-schooled.,0,0,0,0,0
Mon Feb 12 05:19:24 +0000 2018,962919043433926000,Twitter for iPhone,9.63E+17,9.63E+17,87095316,87095316,wxdam,St Louis,"St Louis, MO",US,United States,FALSE,0,0,FALSE,FALSE,,en,FALSE,,794755290,Bobby Stilwell,stilwellweather,St LouisSNE_COMMA MO,,@SLU_television Chief Meteorologist; @TheUNewsSports Section Editor-Covering @SaintLouisMBB; Former @ksdknews News Intern; http://SeeDisclaimer.com,http://unewsonline.com,,FALSE,860,1225,25,Fri Aug 31 21:59:06 +0000 2012,,-21600,Central Time (US & Canada),TRUE,FALSE,17857,en,,http://pbs.twimg.com/profile_images/861293550415118336/5ndJ-bKk_normal.jpg,FALSE,,@wxdam Could be worse. He could be the cursing/weather/impersonation Police.,0,0,1,0,0
Mon Feb 12 05:20:41 +0000 2018,962919366508601000,Twitter for Android,,,,,,Johannesburg,"Johannesburg, South Africa",ZA,South Africa,TRUE,0,0,FALSE,FALSE,FALSE,en,FALSE,9.63E+17,584758344,Pheladi.,mamailionline,South Africa,,B/Vlogger â€¢ Please subscribe to my YouTube channel: https://www.youtube.com/channel/UCHF5VmL6vsEU6IbfHlKjLig â€¢ ï¿½: mamailamamaili@gmail.com,http://mamailionline.co.za,,FALSE,2612,192,35,Sat May 19 11:37:04 +0000 2012,,7200,Pretoria,TRUE,FALSE,130321,en,,http://pbs.twimg.com/profile_images/962479480806825985/tiISwKCH_normal.jpg,FALSE,,You're doing absolutely everything in your power to produce whack and offensive content lately. https://t.co/X5Z9yNrcqU,0,0,0,1,0
Mon Feb 12 05:24:33 +0000 2018,962920338823643000,Twitter Lite,9.63E+17,9.63E+17,3316552790,3316552790,StanIggs,,,,,FALSE,0,0,FALSE,FALSE,,en,FALSE,,153694176,IGGY AZALEA,IGGYAZALEA,CaliforniaSNE_COMMA USA,,surviving the summer,http://www.iggyazalea.com,,FALSE,8071879,6686,7026,Wed Jun 09 06:10:41 +0000 2010,,0,London,TRUE,TRUE,47121,en,,http://pbs.twimg.com/profile_images/956391470805561345/TI7yZj8B_normal.jpg,FALSE,,@StanIggs @RubiexSpall @64sickflow I actually picture her trolling me on the school library computer and find it slightly endearing.,0,0,3,0,0
Mon Feb 12 05:28:16 +0000 2018,962921273826291000,Twitter for iPhone,,,,,,Melbourne,"Melbourne, Victoria",AU,Australia,TRUE,0,0,FALSE,FALSE,FALSE,en,TRUE,9.63E+17,246722425,Tam,C3convertase,Melbourne ,,FeminineSNE_COMMA feministSNE_COMMA final year medical student. ï¿½ Everyone thinks they have the best dog and none of them are wrong. ï¿½,,,FALSE,1714,1714,116,Thu Feb 03 10:14:34 +0000 2011,,39600,Sydney,TRUE,FALSE,58595,en,,http://pbs.twimg.com/profile_images/959903131608870912/ehzOxBLi_normal.jpg,FALSE,,No one said anything is... The problem is the sexist assumption that women arenâ€™t capable of being doctors. This is not about you. https://t.co/roEnTDYbZk,0,1,0,0,0
Mon Feb 12 05:29:11 +0000 2018,962921503863042000,Twitter for iPhone,,,,,,Plainview,"Plainview, NY",US,United States,TRUE,0,0,FALSE,FALSE,FALSE,en,FALSE,9.63E+17,810253482,Mike Feuerstein,organic_dad,PlainviewSNE_COMMA NY,,Creator @ MikesOrganicVideos on YouTube; Devoted Dad; NutritionSNE_COMMA Organic FoodSNE_COMMA FitnessSNE_COMMA Green LivingSNE_COMMA Proud Member Of #TheResistance VOTE! Equal Rights for ALL!,,,FALSE,2444,3848,6,Sat Sep 08 05:31:41 +0000 2012,,,,TRUE,FALSE,23230,en,,http://pbs.twimg.com/profile_images/954595684161859585/s31DRgs9_normal.jpg,TRUE,,Misogynistic Abusers and Sexual predators stick together; and there is ample evidence #Impotus is BOTH! https://t.co/VlGJYXzEtb,1,0,0,1,0
Mon Feb 12 05:57:15 +0000 2018,962928567255535000,Twitter for iPhone,,,,,,Shakopee,"Shakopee, MN",US,United States,FALSE,0,0,FALSE,FALSE,FALSE,en,TRUE,,53015608,shari mahigab,boracayphoto,MinnesotaSNE_COMMA USA,,adventure. explore. photos forever. wolves fan. peace. love. happiness. stop the hate,,,FALSE,63,217,9,Thu Jul 02 09:08:33 +0000 2009,,-21600,Central Time (US & Canada),TRUE,FALSE,1835,en,,http://pbs.twimg.com/profile_images/749455740318814208/l-AidKJG_normal.jpg,FALSE,,Philippines President is a sexist crazy person.  Doesnâ€™t he know equality and respect? Useless? Come on Filipinas unite https://t.co/JZScGIH8Zk,0,0,0,0,1
Tue Feb 13 04:38:37 +0000 2018,963271167187578000,Twitter for iPhone,9.63E+17,9.63E+17,38936142,38936142,jdawsey1,Mississauga,"Mississauga, Ontario",CA,Canada,FALSE,0,0,FALSE,FALSE,,en,FALSE,,524789620,Penny Baldwin-French,scoutkayaker,MississaugaSNE_COMMA OntarioSNE_COMMA Canada,,Chief Marketing Officer,http://www.zawadee.com/blog,,FALSE,2697,4997,239,Wed Mar 14 22:25:32 +0000 2012,,-28800,Pacific Time (US & Canada),TRUE,FALSE,13466,en,,http://pbs.twimg.com/profile_images/378800000774953824/197039e9c21849ac6555ab5dcc6e97c6_normal.jpeg,FALSE,,@jdawsey1 That Sarah is a huckster who will say anything. Perhaps she should check under the couch again. So offensive to the people.,0,0,1,0,0
Tue Feb 13 04:44:51 +0000 2018,963272733294518000,Twitter Web Client,,,,,,Brooklyn,"Brooklyn, NY",US,United States,FALSE,0,0,FALSE,FALSE,,en,TRUE,,523509739,Steven Mazie,stevenmazie,BrooklynSNE_COMMA NY,,I cover SCOTUS for The Economist & teach in NYC. Author of two booksSNE_COMMA incl American Justice 2015: The Dramatic Tenth Term of the Roberts Court. Views here mine.,http://www.economist.com/blogs/democracyinamerica,,FALSE,6188,987,216,Tue Mar 13 18:05:19 +0000 2012,,-18000,Eastern Time (US & Canada),TRUE,TRUE,8262,en,,http://pbs.twimg.com/profile_images/626221481719037952/W7IDpQUC_normal.jpg,FALSE,,RBG tonight at @ConstitutionCtr: SNE_QUOTEEmotions like angerSNE_COMMA remorseSNE_COMMA jealousy are not productive. They will not accomplish anything. When I was a flaming feminist litigatorSNE_COMMA I never said to judges who asked an improper questionSNE_COMMA 'You sexist pig!'SNE_QUOTE,0,0,1,0,0
Tue Feb 13 04:47:44 +0000 2018,963273460171530000,Twitter for Android,,,,,,Las Vegas,"Las Vegas, NV",US,United States,TRUE,0,0,FALSE,FALSE,FALSE,en,FALSE,9.63E+17,4470633014,LV Deplorable,chillinginLV,NevadaSNE_COMMA USA,,Animal RightsSNE_COMMA Canine Enthusiast. Love all God's Creatures & Mother Earth! Proud to Be An American! God Bless President Trump! #MAGA ï¿½ï¿½ BAN ISLAM,,,FALSE,5508,5934,279,Sun Dec 06 03:06:27 +0000 2015,,,,TRUE,FALSE,152777,en,,http://pbs.twimg.com/profile_images/934653303954092032/4VQ67-u4_normal.jpg,TRUE,,Doesn't this make You Sexist? Or do you say that about Men also?! https://t.co/gGQH5PBC6g,0,0,0,1,0
Tue Feb 13 05:20:13 +0000 2018,963281635025317000,trueAnthem,,,,,,,,,,FALSE,0,0,FALSE,FALSE,FALSE,en,FALSE,,15391102,WUSA9,wusa9,WashingtonSNE_COMMA DC,,Your stop for breaking newsSNE_COMMA weather & traffic in DCSNE_COMMA Maryland & Virginia. Story ideas? Email newstips@wusa9.com. (@CBSSNE_COMMA @TEGNA),http://www.wusa9.com,,FALSE,105832,5453,2754,Fri Jul 11 13:19:21 +0000 2008,,-18000,Eastern Time (US & Canada),TRUE,TRUE,210383,en,,http://pbs.twimg.com/profile_images/959184015575142400/K3uMi5RZ_normal.jpg,FALSE,,BLOG: Sexist steak? Harris Teeter apologizes over Valentineâ€™s Day meal deal https://t.co/LSvLE4Zyje https://t.co/9rUVXW5ipU,0,0,0,1,1
Tue Feb 13 05:26:19 +0000 2018,963283169721176000,trueAnthem,,,,,,,,,,FALSE,0,0,FALSE,FALSE,FALSE,en,FALSE,,14185814,KGW News,KGWNews,PortlandSNE_COMMA Oregon,,Breaking newsSNE_COMMA weatherSNE_COMMA entertainmentSNE_COMMA & informationSNE_COMMA for Portland area; NBC affiliate; email tips to newsdesk@kgw.com; job openings at http://kgw.com/jobs,http://www.kgw.com,,FALSE,210805,1197,2318,Thu Mar 20 18:11:10 +0000 2008,,-28800,Pacific Time (US & Canada),TRUE,TRUE,143944,en,,http://pbs.twimg.com/profile_images/767751481718140928/0x9471Uc_normal.jpg,FALSE,,BLOG: Sexist steak? Harris Teeter apologizes over Valentineâ€™s Day meal deal https://t.co/RzApF3Biiu https://t.co/n5TI5bl1qM,0,0,0,1,1
Tue Feb 13 05:46:03 +0000 2018,963288135718318000,Twitter for iPhone,,,,,,Nashville,"Nashville, TN",US,United States,TRUE,0,0,FALSE,FALSE,FALSE,en,TRUE,9.63E+17,62152370,Julia Capogrossi,juliacapogrossi,NashvilleSNE_COMMA TN,,Country singer/songwriter âœ¨Summer single SNE_QUOTEBusch Light BudgetSNE_QUOTE available NOW !,http://juliacapogrossi.com,,FALSE,4117,4999,30,Sun Aug 02 00:18:02 +0000 2009,,-18000,Quito,TRUE,FALSE,10116,en,,http://pbs.twimg.com/profile_images/927629718790328320/5yI4myoD_normal.jpg,FALSE,,Wow what a disgustingSNE_COMMA sexist review. Male country singers can put out bro country/pop songs but when @MarenMorris puts something out thatâ€™s not full country her CHARACTER is judged? Wtf is wrong with people. &amp; btw she actually is hot shit too soooo... https://t.co/rpRnWIZFwy,0,1,1,0,0
Tue Feb 13 05:54:00 +0000 2018,963290135654780000,Twitter for Android,,,,,,Versailles,"Versailles, KY",US,United States,TRUE,0,0,FALSE,FALSE,FALSE,en,FALSE,9.63E+17,30779596,Rich Elam,RLElam,Big Blue Nation,,#Political #BBN #StarWars #SWTOR #Gamer #Sarcasm.,,,FALSE,1947,2767,53,Mon Apr 13 02:01:50 +0000 2009,,-18000,Eastern Time (US & Canada),TRUE,FALSE,71772,en,,http://pbs.twimg.com/profile_images/904484734973202432/7pHwWsIb_normal.jpg,FALSE,,Stop telling me to stop cussing so fucking much! https://t.co/tHIX2rglu9,0,0,0,1,0
Tue Feb 13 05:54:35 +0000 2018,963290286204989000,Twitter Web Client,9.63E+17,9.63E+17,1205326014,1205326014,cafe_fiction,,,,,FALSE,0,0,FALSE,FALSE,,en,FALSE,,471981663,Bee Rowlatt,BeeRowlatt,Delhi via London & Yorkshire,,Journalist (BBC/Telegraph)  Writer: In Search of Mary.  Mentor at @SHEROESIndia Mother of 4 and chair of @maryonthegreen,http://www.beerowlatt.com,,FALSE,2816,891,64,Mon Jan 23 13:29:53 +0000 2012,,0,Casablanca,FALSE,TRUE,5464,en,,http://pbs.twimg.com/profile_images/702013336288755713/k7weYFd-_normal.jpg,FALSE,,@cafe_fiction @prajwalparajuly nah he's just keeping up with our contemporaneous trolling..,0,0,2,0,0
Tue Feb 13 05:54:46 +0000 2018,963290329469218000,Twitter for iPad,9.63E+17,9.63E+17,9.13E+17,9.13E+17,LDsquidtastic,Los Angeles,"Los Angeles, CA",US,United States,FALSE,0,0,FALSE,FALSE,,en,TRUE,,433558111,Jill Sullivan,JBEnglish1,BurbankSNE_COMMA CA,,High School English Teacher Reader #TheResistance #Resist #ResistanceUnited #StrongerTogether #FBR,,,FALSE,4795,4992,8,Sat Dec 10 18:26:45 +0000 2011,,,,TRUE,FALSE,9273,en,,http://pbs.twimg.com/profile_images/708418471390937088/MD2joJnN_normal.jpg,TRUE,,@LDsquidtastic The MAGA that bug the most are those who don't really believeSNE_COMMA they just find JOY in trollingï¿½you are a better person than I to be able to work in that environment â¤ï¸ï¿½,0,0,1,0,0
Tue Feb 13 05:55:04 +0000 2018,963290407248515000,Twitter for iPhone,9.63E+17,9.63E+17,7.05E+17,7.05E+17,dontcapmedown,Atlanta,"Atlanta, GA",US,United States,FALSE,0,0,FALSE,FALSE,,en,TRUE,,7.05E+17,ï¿½ï¿½,dontcapmedown,AtlantaSNE_COMMA GA,,taxing Uncle Sam.,https://www.instagram.com/mr.bcb,,FALSE,97,52,10,Wed Mar 02 23:25:54 +0000 2016,,,,TRUE,FALSE,12,en,,http://pbs.twimg.com/profile_images/962203361243222016/r8jJoctA_normal.jpg,TRUE,,yâ€™all please stop playing with folks on twitter. I almost just clapped somebody for no reason for somebody trolling in my DMâ€™s. that shit is not cute. stop putting peoples lives in danger.,0,0,0,0,0
Tue Feb 13 05:55:47 +0000 2018,963290584189456000,Twitter for iPhone,,,,,,,,,,FALSE,0,0,FALSE,FALSE,,en,TRUE,,148593548,Tressie Mc,tressiemcphd,RVA,,writing. brb. in the meantime: http://www.tressiemc.com and @huffpost,http://tressiemc.com/,,FALSE,59572,3046,1435,Thu May 27 03:06:44 +0000 2010,,-18000,Quito,TRUE,TRUE,215269,en,,http://pbs.twimg.com/profile_images/915682589041709056/0FZRKWQ4_normal.jpg,FALSE,,I had to deal with at least fifty racist sexist things this morning ALONE but you are here to tell me how algorithmic bias is especially hard for black women. Oh okay then.,0,0,0,0,0
Tue Feb 13 05:57:22 +0000 2018,963290984732819000,Twitter for iPad,,,,,,Longbenton,"Longbenton, England",GB,United Kingdom,FALSE,0,0,FALSE,FALSE,,en,TRUE,,131853159,Kalpasree Bhowmik,kalpasree,,,Survived medical school ! Curious! RT is neither an endorsement nor always my belief!,,,FALSE,232,439,22,Sun Apr 11 14:52:05 +0000 2010,,,,TRUE,FALSE,9830,en,,http://pbs.twimg.com/profile_images/932995623179161600/7pUMIIV0_normal.jpg,FALSE,,On the ï¿½ #WorldRadioDay.... Just a random sexist thought! Maan ki baat isi liyeSNE_COMMA kyu ki biwi saath me nahi hain! OtherwiseSNE_COMMA it would have been only Biwi ki baat! ï¿½,1,0,0,0,0
Tue Feb 13 05:57:58 +0000 2018,963291135752851000,Twitter for iPhone,,,,,,Bellevue,"Bellevue, WA",US,United States,FALSE,0,0,FALSE,FALSE,FALSE,en,TRUE,,1304641663,Betty Junod,BettyJunod,San Francisco,,FoodSNE_COMMA Tech and SF --- in no particular order. Plus sometimes some feelings and opinions,,,FALSE,2001,2643,205,Tue Mar 26 15:56:45 +0000 2013,,,,TRUE,FALSE,16521,en,,http://pbs.twimg.com/profile_images/928852081263259648/1kCk2BQw_normal.jpg,FALSE,,I dislike the headline and the commentary. How oversleepingSNE_COMMA swearing and forgetting is the most â€œAmericanâ€ thing ever - ugh https://t.co/hzg8toKXSh,0,0,0,0,1
Tue Feb 13 05:58:04 +0000 2018,963291159282925000,Twitter for iPhone,,,,,,Redondo Beach,"Redondo Beach, CA",US,United States,TRUE,0,0,FALSE,FALSE,FALSE,en,TRUE,7.06E+17,29136245,Regina George,th3_st0rm,Los AngelesSNE_COMMA CA,,I have 2 Fendi purses and a silver Lexus. My hair is insured for $10K. I do car commercials - in Japan. I met John Stamos on a plane - he told me I was pretty.,,,FALSE,1264,876,47,Mon Apr 06 03:33:36 +0000 2009,,-28800,Pacific Time (US & Canada),TRUE,FALSE,64997,en,,http://pbs.twimg.com/profile_images/917092109366157312/R3TOFseH_normal.jpg,FALSE,,You don't live in a country where sexism is a real problem if you have to dig this hard to find something to cry about. #ThisIsWhyTrumpWonSNE_LFSNE_LFhttps://t.co/S1j9eYt6NJ,1,1,0,0,0
