tweet_id_str,tweet_classification
962917546793029000,PhysicalAbuse
962917582385893000,PhysicalAbuse
962917649532510000,PhysicalAbuse
962917759788003000,None
962917850242363000,None
962917865627189000,None
962917998448259000,PhysicalAbuse
962918045726408000,PhysicalAbuse
962918107357597000,PhysicalAbuse
962918126466813000,PhysicalAbuse
962918147874533000,PhysicalAbuse
962918152421216000,None
962918152551067000,None
962918218233872000,None
962918253008842000,PhysicalAbuse
962918308696780000,None
962918330309980000,PhysicalAbuse
962918332331683000,PhysicalAbuse
962918382998876000,None
962918512019718000,None
962918566331854000,PhysicalAbuse
962918741188268000,None
962918809047838000,PhysicalAbuse
962918900194299000,PhysicalAbuse
962918937934606000,PhysicalAbuse
962918995526602000,None
962919091236425000,None
962919209507442000,PhysicalAbuse
962919215492747000,None
962919277396480000,None
962919402252525000,PhysicalAbuse
962919458703577000,None
962919462407196000,None
962919485622636000,None
962919571433779000,PhysicalAbuse
962919588806656000,None
962919681861578000,None
962919770134843000,None
962919771317575000,None
962919894021885000,PhysicalAbuse
962919918755868000,None
962919946131918000,PhysicalAbuse
962920007700307000,None
962920050779881000,PhysicalAbuse
962920052436717000,PhysicalAbuse
962920243914944000,PhysicalAbuse
962920302698270000,PhysicalAbuse
962920305114181000,PhysicalAbuse
962920323539615000,Other
962920354745331000,SexualAbuse
962920394360606000,None
962920481316917000,None
962920527341019000,None
962920601919918000,None
962920650095566000,PhysicalAbuse
962920661369999000,PhysicalAbuse
962920718513172000,Other
962920962264936000,None
962920974109745000,None
962921065742852000,PhysicalAbuse
962921111553040000,None
962921408593563000,None
962921449815240000,None
962921565418647000,None
962921621915779000,PhysicalAbuse
962921829198376000,PhysicalAbuse
962921904754577000,None
962921916951605000,PhysicalAbuse
962922106991337000,PhysicalAbuse
962922125786050000,None
962922239623495000,None
962922419257315000,Other
962922432641339000,PhysicalAbuse
962922445488373000,PhysicalAbuse
962922503940304000,PhysicalAbuse
962922527738667000,None
962922789001924000,None
962923166317162000,PhysicalAbuse
962923184201912000,PhysicalAbuse
962923188006150000,PhysicalAbuse
962923346504699000,None
962923575358427000,PhysicalAbuse
962923639061573000,PhysicalAbuse
962923950773645000,PhysicalAbuse
962924090007973000,None
962924205695295000,None
962924337966796000,PhysicalAbuse
962924366483935000,None
962924427901104000,None
962924473010851000,None
962924573074259000,None
962924594171531000,Other
962924613218037000,None
962924681526378000,PhysicalAbuse
962924776556675000,None
962924814691459000,None
962924978764177000,None
962925045982093000,None
962925087820152000,None
962925238735355000,SexualAbuse
962925343563661000,None
962925378301022000,None
962925402321833000,PhysicalAbuse
962925432671690000,PhysicalAbuse
962925493694562000,None
962925509603667000,Other
962925632253460000,PhysicalAbuse
962925695839166000,PhysicalAbuse
962925697076359000,PhysicalAbuse
962925727707312000,PhysicalAbuse
962925832422375000,SexualAbuse
962925915394146000,PhysicalAbuse
962925942913028000,PhysicalAbuse
962926012190380000,PhysicalAbuse
962926041407918000,None
962926076669431000,PhysicalAbuse
962926144780578000,PhysicalAbuse
962926214506688000,None
962926389383987000,None
962926391938428000,None
962926594573643000,PhysicalAbuse
962926682934992000,None
962926717613436000,PhysicalAbuse
962926770704928000,PhysicalAbuse
962926784856641000,Other
962926866322640000,PhysicalAbuse
962926873259986000,PhysicalAbuse
962926877441638000,None
962926995725344000,None
962927000204832000,None
962927041745162000,PhysicalAbuse
962927299229310000,None
962927465835397000,None
962927503538040000,None
962927548333264000,None
962927647587057000,None
962927652850909000,None
962927671993827000,PhysicalAbuse
962927723915210000,None
962928007768784000,None
962928293199532000,None
962928554882338000,PhysicalAbuse
962931647795552000,Other
962931666607013000,None
962931706146603000,PhysicalAbuse
962931710882062000,Other
962931729076961000,None
962931837248000000,PhysicalAbuse
962931903786561000,PhysicalAbuse
962931926062510000,PhysicalAbuse
962931996770127000,PhysicalAbuse
962932349083111000,None
962932416368316000,None
962932908976721000,None
962932955000709000,None
962933020704591000,None
962933039709020000,PhysicalAbuse
962933047720071000,PhysicalAbuse
962933072646766000,None
962933105802842000,None
962933164430774000,PhysicalAbuse
962933232340619000,PhysicalAbuse
962933282911354000,None
962933392902733000,PhysicalAbuse
962933549484691000,None
962933572758798000,None
962933630036307000,PhysicalAbuse
962933685933654000,None
962933905400717000,None
962934310905946000,None
962934649914785000,None
962934789278900000,PhysicalAbuse
962934966832259000,None
962935208457785000,None
962935243383689000,PhysicalAbuse
962935371742007000,PhysicalAbuse
962935470576484000,None
962935574637305000,PhysicalAbuse
962935607633829000,PhysicalAbuse
962935655465607000,None
962935661211869000,PhysicalAbuse
962935747497070000,None
962935800370515000,PhysicalAbuse
962935855202611000,PhysicalAbuse
962935966645268000,PhysicalAbuse
962935980389957000,PhysicalAbuse
962936185831161000,PhysicalAbuse
962936206668550000,None
962936237052125000,PhysicalAbuse
962936272716288000,PhysicalAbuse
962936329624580000,Other
962936362080063000,None
962936382468644000,PhysicalAbuse
962936434226356000,PhysicalAbuse
962936437904584000,PhysicalAbuse
962936456305135000,PhysicalAbuse
962936519236444000,PhysicalAbuse
962936673309995000,PhysicalAbuse
962936965900505000,None
962937005796544000,PhysicalAbuse
962937013765746000,None
962937017943371000,None
962937085412823000,None
962937121425125000,None
962937164739866000,None
962937181571571000,None
962937193550483000,PhysicalAbuse
962937293483991000,None
962937345128484000,PhysicalAbuse
962937520588763000,PhysicalAbuse
962937654584205000,PhysicalAbuse
962937736737972000,PhysicalAbuse
962937786599952000,PhysicalAbuse
962937927037865000,None
962937939037650000,PhysicalAbuse
962938012622442000,None
962938116855205000,PhysicalAbuse
962938265878671000,PhysicalAbuse
962938272006713000,PhysicalAbuse
962938337664303000,PhysicalAbuse
962938574474641000,PhysicalAbuse
962938642074185000,None
962938689356750000,PhysicalAbuse
962938878981124000,None
962938957506867000,None
962938959881031000,PhysicalAbuse
962939005766479000,None
962939035567058000,None
962939113560313000,None
962939137354620000,PhysicalAbuse
962939204303900000,PhysicalAbuse
962939388442357000,None
962939496919572000,None
962939571003707000,PhysicalAbuse
962939643770671000,None
962939789979914000,PhysicalAbuse
962939919701368000,None
962939969894604000,PhysicalAbuse
962940064752861000,None
962940082696130000,None
962940186484146000,PhysicalAbuse
962940339576328000,PhysicalAbuse
962940538021470000,None
962940597169524000,PhysicalAbuse
962940687455932000,PhysicalAbuse
962940706296881000,None
962940712252620000,PhysicalAbuse
962940863339839000,PhysicalAbuse
963248681758674000,PhysicalAbuse
963248716034592000,PhysicalAbuse
963248727447293000,None
963248784825376000,PhysicalAbuse
963248788696690000,PhysicalAbuse
963249053676048000,PhysicalAbuse
963249093026963000,None
963249139881357000,None
963249188128673000,PhysicalAbuse
963249333373091000,PhysicalAbuse
963249493935259000,None
963249537656807000,None
963249599786790000,None
963249610092249000,PhysicalAbuse
963249678988009000,PhysicalAbuse
963249708692099000,PhysicalAbuse
963249712773054000,None
963249756267888000,None
963249757698355000,None
963249771887685000,None
963249789851717000,PhysicalAbuse
963249817278451000,None
963249903492198000,None
963249942096642000,PhysicalAbuse
963250050154614000,None
963250070127656000,PhysicalAbuse
963250103522795000,None
963250103824695000,Other
963250152516460000,None
963250216940879000,PhysicalAbuse
963250265762750000,PhysicalAbuse
963250314798354000,PhysicalAbuse
963250368938479000,PhysicalAbuse
963250624807579000,PhysicalAbuse
963250671171485000,PhysicalAbuse
963250788284993000,PhysicalAbuse
963250826960621000,PhysicalAbuse
963250834313228000,PhysicalAbuse
963250852290056000,PhysicalAbuse
963250854441750000,PhysicalAbuse
963251066333794000,None
963251106905079000,None
963251118615744000,PhysicalAbuse
963251129210548000,None
963251190900445000,Other
963251321968218000,PhysicalAbuse
963251367782617000,None
963251393145593000,None
963251415274602000,None
963251501534609000,PhysicalAbuse
963251586305839000,PhysicalAbuse
963251673689935000,PhysicalAbuse
963251741562204000,None
963251814333276000,PhysicalAbuse
963251901163749000,None
963251916837974000,Other
963251943404724000,PhysicalAbuse
963252095762731000,PhysicalAbuse
963252218127294000,PhysicalAbuse
963252219335397000,None
963252287748689000,PhysicalAbuse
963252380568604000,PhysicalAbuse
963252419969867000,PhysicalAbuse
963252429897662000,PhysicalAbuse
963252452840607000,None
963252480116113000,PhysicalAbuse
963252584399163000,None
963252690808725000,None
963252707632041000,None
963252749017034000,None
963252758475362000,PhysicalAbuse
963101934428348000,None
963102031614500000,None
963102037142417000,PhysicalAbuse
963102037264289000,None
963102065714229000,None
963102229489168000,PhysicalAbuse
963102339426148000,PhysicalAbuse
963102801063800000,None
963102802171121000,PhysicalAbuse
963102831262732000,None
963102839928180000,PhysicalAbuse
963102850573357000,PhysicalAbuse
963102896647823000,PhysicalAbuse
963102899810324000,None
963102994920288000,None
963103005405925000,PhysicalAbuse
963103018362302000,None
963103078097530000,PhysicalAbuse
963103185769566000,PhysicalAbuse
963103207051407000,PhysicalAbuse
963103209148514000,None
963103253788442000,PhysicalAbuse
963103279654764000,None
963103352866263000,PhysicalAbuse
963103355643015000,PhysicalAbuse
963103391462326000,None
963103455203049000,PhysicalAbuse
963103455148638000,PhysicalAbuse
963103548119617000,PhysicalAbuse
963103578238758000,PhysicalAbuse
963103639664553000,None
963103661189619000,PhysicalAbuse
963103666583478000,None
963103705728995000,PhysicalAbuse
963103758380134000,PhysicalAbuse
963103789610913000,PhysicalAbuse
963104036840001000,None
963104055622029000,PhysicalAbuse
963104213415886000,PhysicalAbuse
963104216775647000,PhysicalAbuse
963104292289695000,PhysicalAbuse
963104346882920000,PhysicalAbuse
963104406974664000,PhysicalAbuse
963104436208926000,PhysicalAbuse
963104540596817000,PhysicalAbuse
963104559525752000,PhysicalAbuse
963104570896347000,PhysicalAbuse
963104646863769000,None
963104667843534000,PhysicalAbuse
963104686160179000,PhysicalAbuse
963104774186000000,PhysicalAbuse
963104788396363000,None
963104901193785000,PhysicalAbuse
963104908831375000,PhysicalAbuse
963104976598945000,None
963105057116844000,None
963105067351060000,PhysicalAbuse
963105093808566000,PhysicalAbuse
963105109059231000,None
963105137622315000,PhysicalAbuse
963105139241508000,PhysicalAbuse
963105156400214000,PhysicalAbuse
963105171466276000,None
963105206102880000,PhysicalAbuse
963105237107081000,None
963105270955200000,PhysicalAbuse
963105306313150000,None
963105347031453000,PhysicalAbuse
963105349267087000,Other
963105380447473000,Other
963105400131383000,PhysicalAbuse
963105424755994000,PhysicalAbuse
963105437813035000,PhysicalAbuse
963105460583792000,PhysicalAbuse
963105479403728000,None
963105513859944000,None
963105515378233000,None
963105536660201000,PhysicalAbuse
963105585775472000,None
963105613336268000,PhysicalAbuse
963105616112865000,None
963105667144933000,PhysicalAbuse
963105692960751000,None
963105701957599000,None
963105750473207000,None
963105832899461000,PhysicalAbuse
963105834250141000,PhysicalAbuse
963105884418314000,PhysicalAbuse
963105987027722000,PhysicalAbuse
963106019936227000,PhysicalAbuse
963106061975769000,None
963106188635267000,PhysicalAbuse
963106207912382000,HarmfulPractices
963106345233928000,None
963106397650120000,None
963106409645789000,None
963106945438642000,None
963106946990534000,PhysicalAbuse
963107513733443000,PhysicalAbuse
963109042150354000,None
963109195213164000,SexualAbuse
963473693195276000,None
963474494416412000,PhysicalAbuse
963474591044853000,None
963474608233074000,None
963474804803215000,None
963475737620619000,None
963476049232318000,PhysicalAbuse
963476092232323000,None
963476948474195000,None
963477519537229000,PhysicalAbuse
963478172296658000,None
963478194002243000,PhysicalAbuse
963478224536817000,None
963479010503049000,None
963479021207121000,PhysicalAbuse
963479239382196000,None
963479315127111000,None
963479442709344000,None
963480192122605000,None
963480516547829000,None
963480566891921000,None
963481228900028000,None
963481237015887000,None
963481353445617000,None
963481857768685000,None
963482472540528000,PhysicalAbuse
963483984540741000,PhysicalAbuse
963484172412162000,PhysicalAbuse
963484528189812000,None
963485580230144000,None
963486259044691000,PhysicalAbuse
963486291076632000,Other
963487722752094000,None
963487893422596000,PhysicalAbuse
963487958824378000,None
963488153867837000,PhysicalAbuse
963488165100249000,PhysicalAbuse
963488174923243000,SexualAbuse
963488203234824000,None
963488832602521000,Other
963488981802475000,None
963489356307673000,None
963490390056763000,None
963490880723156000,None
963491094720909000,None
963491426452623000,None
963491626256621000,None
963491998966669000,None
963492102821810000,Other
963492359395831000,PhysicalAbuse
963494200565293000,Other
963495232925937000,None
963495496286285000,PhysicalAbuse
963495657209303000,None
963496266457108000,PhysicalAbuse
963496726148591000,None
963496767592464000,PhysicalAbuse
963497066155651000,None
963497512152829000,None
963497701101985000,None
963498195316826000,PhysicalAbuse
963498315538149000,None
963499013214412000,PhysicalAbuse
963499059779719000,None
963499167875297000,None
963499285978337000,None
963499304315957000,None
963499358598680000,PhysicalAbuse
963499771678941000,PhysicalAbuse
963500919936770000,None
963501622600110000,None
963501912703172000,None
963503040153055000,PhysicalAbuse
963503526658887000,PhysicalAbuse
963503808876892000,PhysicalAbuse
963503875071365000,PhysicalAbuse
963504016868114000,PhysicalAbuse
963504119347601000,PhysicalAbuse
963504282698944000,PhysicalAbuse
963504584089047000,PhysicalAbuse
963504800917872000,None
963505221891776000,None
963505406243827000,PhysicalAbuse
963505529183236000,None
963505567145787000,PhysicalAbuse
963505706493194000,None
963506216805781000,PhysicalAbuse
963544813806080000,None
963544967070203000,None
963545560404836000,PhysicalAbuse
963545560975380000,Other
963545649177391000,None
963546253345935000,None
963546826149453000,None
963547069800701000,PhysicalAbuse
963548450536161000,PhysicalAbuse
963548890573299000,None
963549872384282000,None
963551432459935000,None
963551486637629000,None
963552352153296000,None
963552422760210000,None
963552716252504000,None
963553801247641000,None
963554957587861000,PhysicalAbuse
963556151987187000,PhysicalAbuse
963556696147738000,None
963557471087398000,None
963558850455621000,None
963558926670290000,None
963559348763992000,None
963559490040811000,None
963559665874317000,None
963559717590192000,None
963559788339695000,None
963560435738869000,PhysicalAbuse
963560869316751000,None
963560874018471000,PhysicalAbuse
963563437812076000,PhysicalAbuse
963565163327774000,None
963565301051699000,None
963565368332742000,PhysicalAbuse
963565521403695000,None
963566291234754000,None
963634177215262000,PhysicalAbuse
963634771921440000,None
963636513098682000,None
963638361159331000,None
963638773300060000,None
963638937561395000,PhysicalAbuse
963639142147084000,None
963640255583793000,None
963641269695209000,None
963641585639591000,PhysicalAbuse
963642260670828000,None
963642481081573000,None
963643042216468000,None
963643622494294000,None
963645463521038000,PhysicalAbuse
963647480335405000,PhysicalAbuse
963650343581179000,Other
963426656076619000,PhysicalAbuse
963428693145243000,None
963428806135513000,None
963428835093110000,PhysicalAbuse
963429148390805000,None
963430033543999000,PhysicalAbuse
963430990659051000,None
963430993850961000,None
963431011966246000,None
963431738633523000,PhysicalAbuse
963432723640700000,PhysicalAbuse
963432769748598000,PhysicalAbuse
963436707407212000,PhysicalAbuse
963438362760761000,PhysicalAbuse
963438562615222000,PhysicalAbuse
963438755729244000,PhysicalAbuse
963438803619844000,PhysicalAbuse
963438886339817000,None
963439170361352000,None
963439465518772000,None
963439549786574000,PhysicalAbuse
963440484759851000,None
963440632160235000,None
963441182347902000,None
963441844532252000,None
963442562118967000,None
963442597627867000,None
963442814943186000,PhysicalAbuse
963443059613753000,None
963443353898668000,PhysicalAbuse
963443712612274000,PhysicalAbuse
963443899250479000,PhysicalAbuse
963443937062146000,None
963443960126607000,PhysicalAbuse
963444131220672000,None
963444283117318000,None
963444298346876000,None
963444410527764000,PhysicalAbuse
963444472494395000,None
963445281114161000,None
963445490955309000,PhysicalAbuse
963445685101178000,PhysicalAbuse
963445923249565000,PhysicalAbuse
963446349378260000,PhysicalAbuse
963446349348986000,PhysicalAbuse
963446386103586000,None
963446826379726000,PhysicalAbuse
963448094670155000,None
963448476427157000,None
963448624087678000,None
963448686423543000,PhysicalAbuse
963448818606862000,None
963449131984478000,PhysicalAbuse
963449192453681000,None
963449528983670000,None
963449816264134000,None
963450712687628000,None
963451101126254000,PhysicalAbuse
963451303392350000,None
963451645492383000,None
963452876172550000,None
963452925640085000,PhysicalAbuse
963453669055152000,None
963453788018413000,None
963454460138868000,PhysicalAbuse
963454470200770000,PhysicalAbuse
963454779950354000,PhysicalAbuse
963454946212446000,Other
963454983676055000,None
963455805973520000,None
963455912252968000,PhysicalAbuse
963456019836948000,PhysicalAbuse
963456111700561000,None
963457815485415000,None
963457932309430000,PhysicalAbuse
963458356471091000,None
963459842420756000,None
963460044842061000,PhysicalAbuse
963460074026033000,None
963460282549862000,None
963460446815694000,None
963461244664647000,None
963462107885981000,None
963462634770059000,None
963463681282641000,PhysicalAbuse
963464695440080000,None
963464706743832000,None
963465134147448000,Other
963466083695869000,None
963466571246198000,PhysicalAbuse
963466579185979000,PhysicalAbuse
963466608705458000,PhysicalAbuse
963466845587165000,PhysicalAbuse
963467174194155000,None
963469245404258000,PhysicalAbuse
963469424568291000,None
963850160429289000,None
963851712514723000,None
963852063321894000,None
963852063376531000,None
963852337059164000,None
963852426267705000,PhysicalAbuse
963852603326156000,None
963852884071809000,None
963853049587556000,PhysicalAbuse
963853162913370000,None
963853838229884000,None
963853900896980000,Other
963854186080276000,Other
963854492981538000,None
963855993372278000,PhysicalAbuse
963956774322630000,None
963957309750894000,None
963958108371341000,None
963958267683770000,None
963958315410587000,PhysicalAbuse
963958871625818000,None
963959799414050000,None
963959799414050000,None
963959799414050000,None
963960953376210000,None
963961044258476000,None
963961641594269000,None
963961954703376000,None
963963577488084000,None
963967381705027000,None
963967611347271000,None
963968333279350000,None
963970999178989000,None
963971012038574000,PhysicalAbuse
963971243253825000,PhysicalAbuse
963971530781806000,PhysicalAbuse
963971797531201000,None
963972945889636000,None
963973536795815000,None
963974511803715000,None
963975790273662000,None
963976173234606000,None
963976197091811000,None
963977855129485000,None
963978183929311000,None
963978781378662000,None
963978922764402000,None
963978979018461000,PhysicalAbuse
963980131806085000,None
963980737987989000,PhysicalAbuse
963981549254463000,None
963982160406380000,None
963982653161660000,None
963983182357057000,PhysicalAbuse
963983585765191000,PhysicalAbuse
963984064054116000,Other
963985201608175000,None
963985286395961000,None
963985291630579000,None
963985383213162000,PhysicalAbuse
963985539203588000,PhysicalAbuse
963985697601347000,None
963986237227970000,PhysicalAbuse
963986673892757000,None
963986872212041000,PhysicalAbuse
963987246918635000,PhysicalAbuse
963987805188784000,None
963987845915598000,PhysicalAbuse
963988982546628000,None
963989016042450000,None
963989739689955000,PhysicalAbuse
963990695357943000,None
963990825037283000,None
963992290799898000,None
963992292494364000,None
963992629171154000,None
963992671219011000,PhysicalAbuse
963993073024937000,PhysicalAbuse
963995185783951000,None
963995222869884000,None
963996650711625000,PhysicalAbuse
963996844685602000,None
963997018887684000,PhysicalAbuse
963997548158640000,None
963998138800336000,PhysicalAbuse
963999430683889000,None
963999506646708000,PhysicalAbuse
964000074534719000,PhysicalAbuse
964001030663946000,None
964001264215494000,None
964001521233903000,None
964002280142987000,None
964003380786950000,None
964003905247039000,PhysicalAbuse
964005602174304000,None
964006220125351000,None
964006769008824000,None
964006865695895000,PhysicalAbuse
964006975532015000,None
964007169971560000,None
964007443318607000,PhysicalAbuse
964007551783202000,PhysicalAbuse
963821869429346000,None
963823189821358000,PhysicalAbuse
963824032129998000,None
963825376568008000,None
963825980338032000,None
963826096260096000,None
963826468118781000,PhysicalAbuse
963826614516768000,PhysicalAbuse
963828207798583000,None
963828232276586000,None
963828592995176000,PhysicalAbuse
963828693872381000,None
963829095648948000,None
963829548365336000,PhysicalAbuse
963830628721537000,Other
963830792446205000,None
963831652941152000,None
963832825098133000,PhysicalAbuse
963835326270599000,None
963835719553822000,PhysicalAbuse
963836122274127000,PhysicalAbuse
963837548551340000,None
963837582974050000,None
963837814172540000,PhysicalAbuse
963838027134095000,PhysicalAbuse
963838248140369000,None
963838731110232000,PhysicalAbuse
963838881685786000,PhysicalAbuse
963839025869139000,PhysicalAbuse
963839192982700000,PhysicalAbuse
963839416061038000,None
963839725462200000,None
963839942966132000,PhysicalAbuse
963840262907850000,None
963840518408097000,PhysicalAbuse
963841434016198000,None
963841521282936000,PhysicalAbuse
963842172310245000,None
963842823593365000,None
963842983773835000,None
963843009988169000,None
963843416923820000,PhysicalAbuse
963843533735002000,None
963846489305907000,None
963846600001953000,PhysicalAbuse
963846691961974000,PhysicalAbuse
963846708873564000,None
963846909428404000,PhysicalAbuse
963846931595194000,None
963847794263035000,PhysicalAbuse
963847797752651000,None
963848063449161000,None
963848107581755000,None
963849518495256000,None
963849926189907000,None
964561280093900000,None
964561492862529000,PhysicalAbuse
964561813747638000,None
964563320228458000,PhysicalAbuse
964565587333595000,None
964565853021798000,PhysicalAbuse
964565881471746000,None
964566561246928000,PhysicalAbuse
964566640636637000,PhysicalAbuse
964567207677255000,PhysicalAbuse
964567287079604000,None
964567617519398000,None
964568174065868000,PhysicalAbuse
964570393628631000,None
964571331219083000,None
964571667862302000,PhysicalAbuse
964572085849935000,None
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
